PG.ProteinGroups	PG.Organisms	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] 01	[2] 02	[3] 03	[4] 04	[5] 05	[6] 06	[7] 07	[8] 08	[9] 09	[10] 10	[11] 11	[12] 12	[13] 13	[14] 14	[15] 15	[16] 16	[17] 17	[18] 18	[19] 19	[20] 20	[21] 21	[22] 22	[23] 23	[24] 24	[25] 25	[26] 26	[27] 27	[28] 28	[29] 29	[30] 30	[31] 31	[32] 32	[33] 33	[34] 34	[35] 35
>XP_009574658.1	Unknown	"PREDICTED: complement component receptor 1-like protein, partial"	9	1232451.125	234116.9375	1258515.5	1226669.75	244728.8438	986128.4375	102531.0781	346437.4063	505983.9688	208632.6563	1645776.375	227830.3281	298548.8125	396941.4375	1207984.25	679553.0625	959071.25	2567861	682296.875	43167.78906	370053.4063	439851.1563	353034.7813	302655.2188	403683.25	273565	477366.8438	533820.0625	540668.625	234097.1094	504179.8125	353641.7813	141481.0313	453229.7188	655088.5625
>XP_009574660.1	Unknown	"PREDICTED: alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A, partial"	2	4613.98291	4734.462402	3315.553467	2782.402588	6132.828125	6637.03418	3943.477051	5105.040039	4601.469727	4294.933105	3373.648193	5712.169922	4230.275879	4263.735352	3437.259277	3628.908936	4316.293457	2987.946777	4326.166016	3943.44165	1852.699585	2009.300293	3953.678955	4315.230469	3483.658203	5135.55127	4026.382324	4451.710449	2013.403442	2331.307861	3204.070068	2590.861328	3471.922363	3847.368408	3839.348389
>XP_009574701.1	Unknown	"PREDICTED: integrin-linked protein kinase, partial"	5	4132.82959	2746.751221	2518.914307	10534.56934	3739.222168	NaN	2438.454834	5155.064453	NaN	2497.084473	4957.481934	2262.654053	4277.355957	4802.785645	5761.126465	3153.628662	3389.724365	7889.996094	1517.959351	4616.680664	544.1865845	1229.503784	2250.010254	NaN	10687.83105	532.8100586	1651.101196	2940.836426	5013.674805	5165.154785	1725.065186	3442.38208	1887.276367	1261.943481	NaN
>XP_009574845.1	Unknown	PREDICTED: protein kinase C epsilon type	1	4515.212891	3682.052002	5164.560547	2980.280029	2974.420166	2580.602783	4175.44043	3231.415771	NaN	3479.484375	4364.803711	3329.452148	3182.978271	3494.339111	4208.054688	4463.027832	3303.914063	3354.185059	1910.721558	909.7957153	NaN	697.730896	1382.667358	1640.189941	1618.151245	473.6956787	570.0638428	NaN	1645.542725	1022.810303	NaN	1.411375284	421.2467651	998.5957642	1277.074829
>XP_009574935.1	Unknown	"PREDICTED: adenosine kinase, partial"	2	2957.890625	1044.23584	366.8520508	NaN	NaN	2.724432707	308.2310181	2.225937128	NaN	528.0161133	1.684360385	1170.593994	6851.458984	1532.620605	NaN	1348.470581	11761.94922	NaN	169.2435608	139.5271149	43.26662445	3546.104736	2840.023193	NaN	538.0061646	NaN	NaN	NaN	4846.10498	994.2398071	NaN	518.3286743	NaN	NaN	4.877143383
>XP_009575070.1	Unknown	"PREDICTED: target of Nesh-SH3-like, partial"	1	1613.049438	2326.797363	2128.50708	NaN	3291.433594	1252.965088	2936.344238	4649.757813	4065.073486	3367.364746	2273.073975	2797.621094	3655.121338	1206.985718	2004.254761	1598.460815	748.8806763	882.6758423	1735.335938	2405.766357	1299.670166	717.1762695	2081.605957	2387.497559	3905.600586	752.0765381	2071.927246	1104.936401	2038.365723	2853.611084	1179.431763	2009.854126	1653.197998	3151.324219	2738.33252
>XP_009575105.1	Unknown	"PREDICTED: class I histocompatibility antigen, F10 alpha chain-like, partial"	1	NaN	NaN	1782.727661	NaN	6997.571289	NaN	1686.458984	6607.56543	8940.802734	NaN	3932.053467	NaN	1438.271484	9591.649414	3491.301025	NaN	NaN	5801.8125	NaN	NaN	252.2582092	564.5560303	NaN	1288.572021	1774.701782	NaN	NaN	NaN	720.5966797	NaN	NaN	NaN	1159.030396	NaN	NaN
>XP_009575160.1	Unknown	"PREDICTED: heterogeneous nuclear ribonucleoprotein A3, partial"	6	1737.098022	7258.160156	133.4074097	751.9713135	226.7167358	312.1106567	146.052124	219.4205322	6.07515955	7.042166233	1040.380127	236.1065674	703.0463257	417.8635864	5.16631794	280.4415894	266.7639771	1031.381836	3.307821751	NaN	489.238678	455.732666	335.662323	NaN	1553.827637	NaN	250.5907288	158.3218079	211.9381866	143.0731964	3.004243851	454.1548767	175.1174316	NaN	NaN
>XP_009575375.1	Unknown	"PREDICTED: dihydropyrimidinase-related protein 3-B-like, partial"	1	111.7437363	NaN	310.3657837	NaN	NaN	2931.370361	5272.373535	NaN	281.4033508	1397.126953	1675.416626	1366.328247	1497.356323	2898.936768	831.2504883	763.5750732	168.5018463	1192.591064	1333.940186	1108.03186	272.2463074	660.824585	1000.654297	NaN	933.8001099	1378.603882	NaN	1195.309448	1576.662109	2037.574219	669.3375854	768.263855	NaN	793.3036499	181.3247681
>XP_009575376.1	Unknown	PREDICTED: costars family protein ABRACL	1	1860.014648	NaN	NaN	1931.284058	NaN	NaN	NaN	765.105957	NaN	1472.78772	1080.664551	2139.167725	1298.929932	780.6946411	988.8661499	469.4801941	1248.801392	1188.765625	942.3514404	708.5681763	1748.160156	1530.18335	833.1975708	NaN	2320.062988	NaN	377.4782104	1309.813721	2294.029541	645.62323	NaN	NaN	1126.179321	618.5095825	NaN
>XP_009575422.1	Unknown	"PREDICTED: alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A, partial"	2	3788.012207	5719.787598	2707.34668	3181.094238	5988.34082	7579.632813	4768.776855	6707.201172	5099.960938	5081.733398	4908.734863	5474.989746	4217.867188	4051.736572	2441.465576	3537.702637	5181.381836	3806.12085	4832.058594	4300.180176	3029.854492	3251.040771	3602.641846	4404.618652	3056.145752	5219.275879	4744.779785	4856.526855	2502.224121	3817.577881	5415.427734	3647.700195	4109.287598	4610.293945	5306.123047
>XP_009575424.1	Unknown	"PREDICTED: keratin, type II cytoskeletal 3-like"	2	17615.41602	52812.15625	25220.13086	21140.6875	130905.1719	49909.41016	44910.25	34538.42188	3243.301025	96760.85938	30040.68164	5467.736816	50220.91406	30314.51563	12739.62891	4672.212891	37679.79297	19082.2207	12165.1748	14054.13672	4572.861328	42318.44141	17134.44531	13628.51855	19459.16016	2628.631348	NaN	21683.71875	15511.72266	15717.52344	319835.125	2355.438232	31511.74023	2944.2854	6915.42627
>XP_009575585.1	Unknown	"PREDICTED: complement component C8 beta chain-like, partial"	6	54979.3125	50160.63281	47046.55469	62554.11719	46548.92188	88608.44531	48934.35156	64987.03906	66148.125	76311.03125	74969.96094	57934.82813	79579.97656	61376.99609	71783.24219	67098.05469	27459.64453	57713.875	67709.17188	71025.11719	77484.57031	25207.35352	65607.97656	24144.85352	47087.19531	70950.53125	75695.33594	65207.01563	47873.75	60697.02344	86052.375	45587.3125	55517.21875	73444.75	43551.03906
>XP_009575661.1	Unknown	PREDICTED: LOW QUALITY PROTEIN: mannan-binding lectin serine protease 1-like	14	5271.50293	3573.704834	4354.041504	3080.338623	4508.298828	2461.767578	2525.395508	2393.825439	4935.635254	2639.362549	5206.455078	4453.437012	2844.577881	2949.223633	4783.713379	3305.130615	3159.532715	5138.303223	2344.501221	3663.386475	2509.424561	3743.747314	3509.396729	4361.071289	3972.910156	1673.579346	3595.205078	3071.855713	2207.650391	3891.24292	3751.785645	3943.324951	3175.692627	4161.120117	3601.325928
>XP_009575680.1	Unknown	PREDICTED: LOW QUALITY PROTEIN: apolipoprotein B-100-like	241	2225833	3037603.25	3958336	2154077.5	6435824.5	2137350	4038007.25	3430769	2118612.25	2509518	1589990.75	5681323.5	2726741.25	3518733.75	2819747.25	4567113.5	2229338.75	4035664.5	1432231.375	3175866.5	7460442	5643351.5	3299633.25	5087434.5	4322075.5	4153054.25	3205335.75	1213389.625	1352033	2057231.875	1687283.75	4638763.5	4306034.5	1175525.375	5319512
>XP_009575686.1	Unknown	PREDICTED: ovoinhibitor-like	11	58686.79297	183838.0313	51674.75391	270331.7188	140449.4688	284343.3438	63334.53125	184797.8125	81384.78906	175951.3906	174888.4063	42535.71484	161449.5781	110044.0703	64821.55078	125214.9609	151659.5781	84619.35156	184932.2969	179397.0469	126677.7344	72088.82813	58430.94531	84067.11719	69819.74219	177434.375	80535.82031	82372.46094	60043.49609	215881.5469	333595.25	106223.6641	35464.32422	381938.4063	125138.2266
>XP_009575726.1	Unknown	PREDICTED: UTP--glucose-1-phosphate uridylyltransferase	8	7603.018555	5890.000488	7007.114258	6199.16748	14269.7373	6471.842773	11077.83203	7451.756348	37434.34766	9978.351563	17338.20703	12658.82422	16062.26172	7794.58252	7937.810547	7197.890625	7208.742676	8040.336426	9931.091797	9902.887695	5596.49707	5404.366699	10725.32031	6945.010254	5298.578613	18865.67969	6384.009766	7317.754395	6290.970703	5059.238281	8129.586426	7810.964844	10377.41992	4967.26123	6766.836426
>XP_009575755.1	Unknown	"PREDICTED: LOW QUALITY PROTEIN: aminopeptidase B, partial"	2	559.3824463	NaN	125.1780701	199.143631	1.202557564	639.2084351	535.1765747	191.9532318	203.679245	NaN	NaN	814.6432495	946.9915771	719.8021851	506.5863647	555.8659668	726.4707642	NaN	761.5941162	637.678894	26.80822754	NaN	NaN	NaN	468.3903809	917.9133301	587.3644409	179.7628784	697.1797485	175.1986847	NaN	347.1626587	376.3725891	NaN	NaN
>XP_009575762.1	Unknown	"PREDICTED: collagen alpha-1(V) chain-like, partial"	5	4404.442871	3127.938232	6294.741699	3037.065186	4947.96875	2410.089355	4399.461426	7559.333496	2756.877197	4122.70166	4958.689941	3582.803223	2910.266602	1939.225342	3017.855957	3520.043213	2913.352783	3598.201416	1951.907349	4496.058105	3776.951904	3138.866455	1202.522339	2571.92627	3882.426025	1260.4552	3291.851318	5196.709961	3620.995605	1679.120483	2952.211426	4128.609863	5101.123535	6119.442383	6016.6875
>XP_009575815.1	Unknown	"PREDICTED: LOW QUALITY PROTEIN: phosphoglycerate kinase-like, partial"	14	11451.87793	5235.349609	3392.93335	9427.68457	5572.155762	11003.01758	9623.651367	7213.351074	3701.25708	7815.599609	7590.248047	7752.342285	16584.43945	9836.490234	5828.262207	7358.819824	14704.30664	6285.8125	5876.499023	6938.967285	5208.34668	10776.59961	8972.142578	2264.130371	10396.73633	9408.298828	3878.888184	7882.242676	15383.92773	8419.274414	4597.504883	6096.358887	6238.601563	2952.898193	2595.073242
>XP_009575867.1	Unknown	PREDICTED: platelet glycoprotein Ib alpha chain	5	15495.75977	16716.07227	9473.792969	9763.597656	7544.266113	16221.83789	14938.20898	14138.79199	16334.56836	13193.19434	15243.82617	13133.49023	7590.896484	6626.418457	12989.40625	10275.86133	11260.69629	10529.83203	10697.44727	10565.36133	7950.830566	9450.998047	11443.82227	11726.66895	8181.794922	12626.94531	7554.230469	9699.898438	10091.10449	8528.158203	7100.312012	10449.88281	13337.17773	6982.010742	7966.477539
>XP_009575918.1	Unknown	"PREDICTED: trifunctional purine biosynthetic protein adenosine-3, partial"	5	NaN	NaN	NaN	NaN	65.97560883	273.4361877	201.2009888	NaN	2123.432373	NaN	365.419281	NaN	1026.713013	329.4352417	NaN	125.8079224	1578.4729	NaN	NaN	46.34217453	NaN	44.82358551	56.63149261	497.0737915	43.11614227	82.90055847	253.8601227	NaN	187.0970764	NaN	174.4674683	44.40057755	NaN	NaN	56.96395874
>XP_009575927.1	Unknown	PREDICTED: myosin regulatory light polypeptide 9 isoform X1	6	1113.449219	2013.757202	575.894104	2922.664063	1042.716919	512.2219238	947.609314	588.1972046	1803.37439	908.2348633	2776.636475	1110.094604	1262.36853	1507.506836	2877.973633	743.4649658	1261.708618	2200.873047	1174.326538	1072.202271	640.005249	1318.535034	1133.273071	103.4702835	7875.442871	409.0215454	649.9581909	984.3184814	877.9979248	619.8756714	998.3643188	619.5140991	1822.634644	850.1477661	1278.157959
>XP_009575979.1	Unknown	PREDICTED: cell division control protein 42 homolog isoform X1	3	3738.670166	1907.789185	6051.972656	5415.107422	8205.571289	3336.980713	4392.432129	3985.680176	3641.839355	4790.098633	4445.862305	2978.055176	5130.739258	4511.647949	3379.737549	2289.919189	3950.142578	3961.100586	2356.442871	2922.631348	NaN	2833.251709	2732.324463	15.50954628	4848.53418	4766.81543	1431.08313	2820.940186	4206.9375	2797.619629	NaN	NaN	2904.004395	2228.632568	NaN
>XP_009576009.1	Unknown	"PREDICTED: integrin beta-1, partial"	16	19444.51172	22671.89648	21147.24805	9982.207031	20662.71289	17845.25977	20583.49023	26632.37695	25274.72656	24790.61523	24341.77344	18127.71289	15783.76953	13995.41699	19070.72656	16761.25977	18160.91016	17434.77344	20066.87109	16735.77344	10455.83008	14120.77441	15173.26465	20087.03516	22443.06445	15521.52246	21707.76563	18433.74414	13459.21582	18440.13867	21964.11914	18614.10547	16877.25781	32551.57813	22003.8418
>XP_009576107.1	Unknown	"PREDICTED: alpha-2-macroglobulin-like, partial"	42	3624886.5	3045583	4886809	6302398	3273642.5	3633614.5	3856417.75	2594137.25	3227206.5	4130435.5	2439424	2642670.75	2972295	3546777.25	3795602.75	3547311.75	2129687.75	2217311	2688665	2245226	3273700.25	3931378.5	3338998.5	3024832.25	2249364.5	1952901.5	3286738	2103088.75	3186932.25	2091585.875	2750838.75	2655763.5	1969755	2500097.75	3761815
>XP_009576305.1	Unknown	"PREDICTED: protocadherin gamma-A4 {ECO:0000312|EMBL:AAK26087.1}-like, partial"	1	233.7909393	376.3952942	NaN	NaN	1272.19104	NaN	590.0795898	NaN	NaN	NaN	NaN	364.1716309	NaN	NaN	NaN	NaN	NaN	NaN	1347.9823	370.7586365	NaN	276.3695679	278.6239319	239.2412872	125.7514877	NaN	NaN	NaN	NaN	NaN	2.278488159	NaN	NaN	NaN	NaN
>XP_009576313.1	Unknown	PREDICTED: LOW QUALITY PROTEIN: vascular non-inflammatory molecule 3-like	22	370285.2188	305840.9375	462107.5625	2210377.25	696496.125	430161.75	382753.3125	417922.6563	255016.5938	520944.7813	307264.3438	185095.2031	582012.75	445313.9375	522732.1563	283364	797354.6875	685413.3125	533913.8125	190456.5156	419380.625	683120.875	195155.0469	189057.5938	212221.4531	585116.0625	427733.875	163032.0938	1283874.375	414992.75	339554.8125	376363.375	117666.2109	328542.4688	757228.5
>XP_009576315.1	Unknown	"PREDICTED: pantetheinase-like, partial"	12	42949.12891	23207.56445	67356.15625	129333.5156	56402.73438	25325.9668	43352.05078	49070.43359	18204.66992	73441.10156	28440.25391	16358.00391	35581.15625	40954.00391	36677.35938	30645.94336	34595.72266	103280.0781	27135.7168	6888.824707	40505.99609	72803.625	10940.63281	18440.25586	12525.08496	13038.63574	45592.64063	7241.993652	59216.99219	20713.46875	17333.05469	48955.54297	6564.770508	18183.05273	95054.25781
>XP_009576325.1	Unknown	"PREDICTED: selenoprotein Pb-like, partial"	4	60122.83203	77985.61719	55144.77344	74043.67969	33162.71875	71795.25	40347.42188	39007.43359	63200.51953	42705.78125	22811.36133	54030.77344	62408.13672	37721.56641	52721.10156	35626.24609	52471.36719	42440.77344	99287.76563	70580.32813	94739.47656	27117.95117	66684.30469	103819.3281	74676.29688	40472.49609	24590.03125	71949.21875	43518.6875	66009.19531	51494.24219	46265.01563	86428.63281	85882.97656	63861.58984
>XP_009576542.1	Unknown	PREDICTED: antithrombin-III	29	804865.125	1813935.625	1472033.25	1313247.5	1382989	2115090.25	1425657.625	1377460.375	1917334.75	1277356.25	1829773.875	1223649.375	1041886.125	1161722.5	1468203.25	1328404.625	1493866.75	1142962	1548693.25	1669614	1392982.125	1400243	1396796.875	1970618.375	1223850.25	1714815.5	1701927	1555625.5	1084744	1731888.25	1914192	1398508.625	1647558.875	2005824	1842276.375
>XP_009576547.1	Unknown	PREDICTED: 14-3-3 protein gamma	4	30853.57422	17499.06055	11289.49316	22588.97461	21862.40039	32269.57813	33449.00781	13989.67871	24570.85352	19735.54492	23822.06836	25620.22461	27126.72266	26861.23633	20403.23828	19596.49023	30015.83984	19833.23242	24605.54883	20253.83594	20794.21289	20250.5957	21134.08008	11145.50977	28190.05078	22748.01172	12070.2373	15352.66602	26234.8418	19385.80078	14181.34375	14116.50098	19799.74609	11627.25879	8451.59668
>XP_009576588.1	Unknown	"PREDICTED: LOW QUALITY PROTEIN: von Willebrand factor-like, partial"	66	120307.9297	38214.87891	198902.2813	44101.75781	23042.72852	173975.25	18326.50781	89825.60938	64228.14453	84246.32031	297495.0938	66609.27344	35555.74219	94067.10156	230829.2031	119352.4688	63507.02344	368030.1563	115778.4453	69922.30469	6368.69043	68435.19531	92056.0625	62776.07813	194679.4531	12486.69922	72950.86719	85834.25781	85955.69531	66797.875	91467.24219	62523.53125	76676.78125	100763.2422	35700.89844
>XP_009576597.1	Unknown	"PREDICTED: transitional endoplasmic reticulum ATPase, partial"	10	4862.162598	2791.355225	1061.403442	2933.949707	1796.098999	2420.550293	3039.482178	2069.310791	2322.807861	2874.958984	4239.496094	3317.785156	4675.504395	3803.325928	2755.660156	1806.499634	3627.905029	2986.367188	2702.722412	1963.044922	2136.561523	2920.354004	2703.950439	1860.189941	4428.614746	815.3515625	1407.907715	2190.202393	4201.718262	3235.785645	1618.195557	2520.325684	2694.009277	1560.089478	1292.212036
>XP_009576601.1	Unknown	PREDICTED: lipase member M-like	3	13322.28516	20006.90625	13062.37207	5185.28418	11234.18945	17815.30664	9809.890625	21940.49805	22799.78125	9235.740234	10803.37598	5779.195313	6357.33252	6452.567383	11528.78906	9523.393555	14108.12793	4167.387207	22538.73242	8089.500488	6068.810547	6705.895508	2531.466309	22335.7793	13912.73438	5457.675781	13240.68945	9409.544922	3074.087891	5164.047363	8892.232422	7785.893555	2507.651367	9665.978516	14313.33301
>XP_009576654.1	Unknown	"PREDICTED: talin-1-like, partial"	15	3729.313721	1562.294922	2698.852783	5305.057129	1359.072754	1685.846558	5548.468262	6049.416992	1213.354004	5548.024414	7117.361816	2004.979004	1846.346313	4680.133301	3379.234375	3511.656494	3335.344238	5705.495605	2325.713867	6980.402344	1501.095337	2700.835938	2793.42041	959.3486328	9474.370117	1298.735352	1622.138916	5455.901367	8884.845703	9167.003906	2027.034302	4779.243164	2051.91748	2946.540771	2.032182932
>XP_009576703.1	Unknown	"PREDICTED: chloride intracellular channel protein 2-like, partial"	2	2018.703979	3.815328836	8516.360352	708.5977783	4.432937145	1462.154297	958.1287842	5367.94043	915.0114136	1024.490234	2186.55127	1931.250122	1839.029297	NaN	1803.657715	1840.503174	NaN	1895.242432	1373.85437	1665.978027	1296.527222	1098.017334	1806.786743	NaN	5313.868652	962.1030884	NaN	2251.352295	2373.421875	1575.740112	1113.77063	3545.696289	3605.836914	2351.046631	165.4411163
>XP_009576742.1	Unknown	"PREDICTED: alpha-1-acid glycoprotein 8-like, partial"	1	24611.60352	NaN	NaN	9203.824219	NaN	26981.96875	NaN	22521.65039	38929.39453	33312.89063	NaN	21968.71289	NaN	NaN	38691.14844	12499.29395	NaN	24501.95117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19330.20508	44840.81641	3841.539307	NaN	21352.61133	NaN	NaN	NaN	NaN
>XP_009576773.1	Unknown	"PREDICTED: collagen alpha-1(XVIII) chain-like, partial"	1	1339.359497	1392.435059	603.2553101	NaN	NaN	3682.635986	241.6465912	2278.547119	1234.46521	NaN	866.394104	1385.480713	543.5441284	849.5613403	948.067627	529.0766602	1846.335327	494.0950623	1855.93103	862.1958008	NaN	572.3013916	NaN	1188.57312	NaN	569.980896	NaN	604.0806885	743.4871216	575.6184692	570.0919189	318.7681885	NaN	1347.183716	651.3853149
>XP_009576801.1	Unknown	"PREDICTED: acid sphingomyelinase-like phosphodiesterase 3a, partial"	3	4307.743164	3663.989258	3269.296143	3419.491943	4048.756836	12761.56934	4564.019043	3720.092773	4471.998047	5703.480957	4056.18457	4174.353027	4142.626953	2336.471191	3277.262939	2913.230713	5239.837402	3026.508545	5159.518066	4816.924805	1831.412476	1622.657471	4268.979492	4381.091309	2400.878418	8092.90332	3247.45874	3572.382324	3022.660645	4434.10791	4912.628418	2782.037598	3577.254639	2313.805664	2967.703369
>XP_009577024.1	Unknown	PREDICTED: multimerin-2	1	22069.34375	30570.43164	17048.66406	26717.7207	26358.44531	31780.18945	19271.05469	27056.91992	37096.66016	19985.92578	20293.51172	17988.25781	NaN	13044.72656	NaN	16163.46582	17587.23828	16063.89648	NaN	NaN	NaN	NaN	26281.95898	NaN	NaN	NaN	30227.07617	22917.40625	16063.85742	17841.6582	35194.55078	28949.60547	NaN	NaN	36712.87109
>XP_009577196.1	Unknown	PREDICTED: twinfilin-2-like	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	853.5123901	1083.213013	NaN	NaN	640.4813843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1834.529297	NaN	NaN	1209.212891	562.5772705	NaN	851.5274048	NaN	1930.319458	NaN	NaN	NaN	NaN	NaN
>XP_009577243.1	Unknown	"PREDICTED: complement C3, partial"	74	2703687.75	2602028	4092516.5	6106579.5	2504922	3027732	2271808.75	2403662	2888135	3587107.5	2741586.25	3505965.75	3610469	3291287.5	4181119.25	2832446	2937309.25	3511091	3582439.75	1412273.125	4581947.5	3417584.5	3654928.25	3792331.25	2688517.75	3767202.5	3508699	3514151	3758833.75	2945193.5	4715059	4001135.5	3317958.75	3443134	4333907
>XP_009577247.1;>XP_009577248.1;>XP_009577249.1;>XP_009577250.1	Unknown	PREDICTED: AP-2 complex subunit mu isoform X1;PREDICTED: AP-2 complex subunit mu isoform X2;PREDICTED: AP-2 complex subunit mu isoform X3;PREDICTED: AP-2 complex subunit mu isoform X4	2	2916.508545	844.9198608	483.3594971	NaN	NaN	2350.543213	2226.101807	NaN	NaN	1558.138306	2697.366455	2137.037354	3145.482666	3675.976318	1681.266113	1757.84729	1121.848022	2608.467529	1745.465942	1436.208618	1226.405884	1461.2146	2286.387451	NaN	2098.391602	1137.980591	283.6038208	1476.134033	2896.291748	2303.829346	NaN	759.4918213	2238.480713	569.225708	NaN
>XP_009577302.1	Unknown	"PREDICTED: urocanate hydratase-like, partial"	2	NaN	NaN	NaN	NaN	2273.39917	NaN	907.7329712	NaN	NaN	NaN	NaN	NaN	5541.338379	1030.243042	NaN	1577.144775	6339.480469	NaN	NaN	NaN	NaN	NaN	1058.048706	NaN	NaN	NaN	NaN	NaN	2073.112305	NaN	NaN	NaN	NaN	NaN	2641.486084
>XP_009577346.1	Unknown	"PREDICTED: stabilin-1, partial"	6	7332.272949	9977.80957	11105.83105	11381.55176	5454.219727	11312.11426	6383.755859	6590.635742	11179.08887	5887.151855	8184.943359	13509.24902	5642.456055	2722.615967	10045.79883	3812.249268	4309.822754	7262.223633	8524.875977	5897.37207	6582.845703	8832.121094	5211.923828	7461.20166	3111.505127	8419.251953	7970.244141	9138.551758	4999.375488	7459.35498	7683.007324	7348.969727	12310.77734	6328.365234	6546.169434
>XP_009577360.1	Unknown	"PREDICTED: keratin, type I cytoskeletal 19-like"	5	2566.156982	14575	5520.276367	4909.347656	15478.83203	82245.96094	8048.462891	3100.412598	263.7430725	3586.670166	4489.61084	1244.190674	4596.225586	7614.543457	1697.79126	968.5944824	3200.169189	1662.876709	12705.63574	1064.54126	90.86399078	288.3190002	4004.593262	754.1773071	1482.768066	97.80715942	1762.434814	1425.15625	1251.418091	916.5778198	42514.53516	715.5632935	1527.642212	NaN	1012.615967
>XP_009577501.1	Unknown	"PREDICTED: LOW QUALITY PROTEIN: integrator complex subunit 1-like, partial"	1	22194.02344	26584.25977	27772.31641	19957.54883	25855.82617	32732.03906	38016.63281	28276.37305	29480.28906	38507.51953	19246.15234	22881.50781	30039.52344	30656.97461	24271.41406	37683.92188	23608.28906	30728.04492	25978.25586	27086.77539	18682.81836	15433	18117.94141	19111.37109	28542.83789	17103.0957	15218.75488	21694.47461	27656.65625	17050.24414	11838.66406	13106.07715	21512.00391	8433.800781	13342.99902
>XP_009577555.1	Unknown	PREDICTED: LOW QUALITY PROTEIN: rho GTPase-activating protein 31-like	1	14036.52832	21190.23828	7600.767578	60733.69922	64130.12109	14488.12012	7376.512207	10648.55371	95965.92188	29732.03125	7282.595703	2939.529785	32966.65234	14851.21191	54540.69141	20386.98242	26297.58398	51499.48828	8651.25	10734.1123	35841.89453	45218.03906	21957.35938	33269.72656	9858.097656	113251.5547	17290.39258	17099.55273	10255.4248	16651.68555	43084.14063	241569.5625	28183.05273	35082.75	6409.825195
>XP_009577604.1	Unknown	"PREDICTED: LOW QUALITY PROTEIN: phosphatidylethanolamine-binding protein 1-like, partial"	3	8456.000977	1147.457397	1697.468262	6041.895996	3896.133789	4897.600586	3360.423096	2992.952148	2353.207031	3091.279297	3138.509766	5569.468262	5058.80957	4231.913574	2074.977539	3319.022705	12745.97656	3221.130859	4451.756348	4432.218262	3692.757568	8350.108398	3323.208252	1015.587708	5802.493164	8738.375	1283.678345	5215.192871	6234.975586	3021.716797	19.93048859	2756.289063	4633.230957	1353.330933	557.1317139
>XP_009577606.1	Unknown	"PREDICTED: creatine kinase U-type, mitochondrial, partial"	1	640.3051147	NaN	NaN	NaN	NaN	4300.357422	NaN	NaN	NaN	NaN	NaN	777.6807861	NaN	781.1138306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1231.004761	5335.174316	NaN	484.9866943	507.6694641	NaN	NaN	NaN	NaN	NaN	NaN
>XP_009577689.1	Unknown	"PREDICTED: ubiquitin-conjugating enzyme E2 N, partial"	2	10071.35449	1665.898682	2831.545654	5295.794922	4092.641846	4985.011719	5887.928711	2136.806152	5126.709473	4201.358887	5383.197266	7360.18457	5453.141602	4663.472656	5204.231934	7146.891602	6178.892578	4943.054688	7870.979004	4506.986816	5050.118164	8958.657227	4036.820801	NaN	6467.711426	8918.500977	3673.55127	4414.495605	5913.816406	4844.787109	NaN	3542.186279	4640.966309	4025.657715	4346.597656
>XP_009577789.1;>XP_009577790.1	Unknown	PREDICTED: S-formylglutathione hydrolase isoform X1;PREDICTED: S-formylglutathione hydrolase isoform X2	6	22271.35352	5975.234863	4490.311523	13324.65527	7054.073242	5873.134277	13354.47461	7353.277832	6244.877441	9962.0625	7961.527832	12354.14746	27974.5918	11698.08691	6200.646973	10033.25	18935.75586	5605.157227	5836.320313	8694.525391	13289.9082	15574.44043	12506.54883	3545.232422	11229.67578	9472.697266	6705.59668	12092.64941	21538.42188	11927.89941	8677.516602	6585.175293	12849.53711	4141.723633	3820.125488
>XP_009577852.1	Unknown	PREDICTED: CD166 antigen-like	1	8017.517578	5701.246582	6608.025391	4960.301758	3688.885742	4896.478516	6126.11377	7109.758789	9846.119141	3705.2771	7386.517578	12160.45508	4108.707031	4366.892578	9798.462891	6591.141113	4257.012207	6741.103027	7461.84375	5032.424316	4372.299316	7376.720215	5292.813965	8771.674805	3833.109863	4956.008789	9803.545898	7673.580566	5856.295898	5210.833008	7640.417969	8066.103027	10058.82715	12896.70605	8693.635742
>XP_009577900.1	Unknown	PREDICTED: beta-2-glycoprotein 1-like	19	2654374.5	2302683	2361804	2491564	2234050.5	1457411.375	2275465.25	1505766.375	3328714.75	1680130.375	1983458.875	2244230.75	1449883.25	1659624.375	1968903.625	1999824.75	2387582.25	1867250.25	2026205.25	2400461.25	2574069.75	2593024.25	2236238.5	2529033.5	2022083.875	3524218.75	2355926.5	2362356.5	1910070.625	1196144.75	2190717.5	2525306	2679512.75	1849680.625	2091522.875
